match_id,date,venue,match_type,team_1,team_2
1415742,2024-06-19,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,West Indies,England
1415744,2024-06-20,"Sir Vivian Richards Stadium, North Sound, Antigua",T20,Bangladesh,Australia
1415745,2024-06-21,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,South Africa,England
1415746,2024-06-21,"Kensington Oval, Bridgetown, Barbados",T20,United States of America,West Indies
1415747,2024-06-22,"Sir Vivian Richards Stadium, North Sound, Antigua",T20,India,Bangladesh
1415749,2024-06-23,"Kensington Oval, Bridgetown, Barbados",T20,United States of America,England
1415750,2024-06-23,"Sir Vivian Richards Stadium, North Sound, Antigua",T20,West Indies,South Africa
1415751,2024-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,India,Australia
1415754,2024-06-27,"Providence Stadium, Guyana",T20,India,England
1415755,2024-06-29,"Kensington Oval, Bridgetown, Barbados",T20,India,South Africa
1418176,2024-01-27,"Terdthai Cricket Ground, Bangkok",T20,Myanmar,Cambodia
1418177,2024-01-28,"Terdthai Cricket Ground, Bangkok",T20,Cambodia,China
1418181,2024-02-01,"Terdthai Cricket Ground, Bangkok",T20,Indonesia,Bhutan
1418182,2024-02-02,"Terdthai Cricket Ground, Bangkok",T20,Singapore,Maldives
1418183,2024-02-02,"Terdthai Cricket Ground, Bangkok",T20,Japan,Thailand
1418184,2024-02-03,"Terdthai Cricket Ground, Bangkok",T20,Bhutan,Saudi Arabia
1418185,2024-02-03,"Terdthai Cricket Ground, Bangkok",T20,Indonesia,Cambodia
1418186,2024-02-04,"Terdthai Cricket Ground, Bangkok",T20,Singapore,Thailand
1418187,2024-02-04,"Terdthai Cricket Ground, Bangkok",T20,Japan,Maldives
1418188,2024-02-05,"Terdthai Cricket Ground, Bangkok",T20,Saudi Arabia,Indonesia
1418190,2024-02-06,"Terdthai Cricket Ground, Bangkok",T20,Singapore,Japan
1418191,2024-02-06,"Terdthai Cricket Ground, Bangkok",T20,Maldives,Thailand
1418192,2024-02-07,"Terdthai Cricket Ground, Bangkok",T20,Indonesia,Thailand
1418193,2024-02-07,"Terdthai Cricket Ground, Bangkok",T20,Maldives,Bhutan
1418194,2024-02-09,"Terdthai Cricket Ground, Bangkok",T20,Japan,Saudi Arabia
1418195,2024-02-09,"Terdthai Cricket Ground, Bangkok",T20,Singapore,Cambodia
1418196,2024-02-11,"Terdthai Cricket Ground, Bangkok",T20,Japan,Singapore
1418197,2024-02-11,"Terdthai Cricket Ground, Bangkok",T20,Cambodia,Saudi Arabia
1418539,2024-02-14,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,China
1418540,2024-02-14,"Mission Road Ground, Mong Kok, Hong Kong",T20,Japan,Hong Kong
1418541,2024-02-15,"Mission Road Ground, Mong Kok, Hong Kong",T20,Japan,China
1418542,2024-02-15,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,Japan
1418543,2024-02-16,"Mission Road Ground, Mong Kok, Hong Kong",T20,China,Hong Kong
1418544,2024-02-16,"Mission Road Ground, Mong Kok, Hong Kong",T20,Japan,China
1418545,2024-02-17,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,Japan
1419824,2024-03-04,Sylhet International Cricket Stadium,T20,Sri Lanka,Bangladesh
1419825,2024-03-06,Sylhet International Cricket Stadium,T20,Sri Lanka,Bangladesh
1419826,2024-03-09,Sylhet International Cricket Stadium,T20,Sri Lanka,Bangladesh
1420223,2024-07-06,Harare Sports Club,T20,Zimbabwe,India
1420224,2024-07-07,Harare Sports Club,T20,India,Zimbabwe
1420225,2024-07-10,Harare Sports Club,T20,India,Zimbabwe
1420226,2024-07-13,Harare Sports Club,T20,Zimbabwe,India
1420227,2024-07-14,Harare Sports Club,T20,India,Zimbabwe
1420801,2024-02-12,"Terdthai Cricket Ground, Bangkok",T20,Bhutan,Thailand
1420802,2024-02-12,"Terdthai Cricket Ground, Bangkok",T20,Saudi Arabia,Maldives
1420803,2024-02-13,"Terdthai Cricket Ground, Bangkok",T20,Thailand,Saudi Arabia
1420804,2024-02-13,"Terdthai Cricket Ground, Bangkok",T20,Bhutan,Maldives
1420805,2024-02-15,"Terdthai Cricket Ground, Bangkok",T20,Maldives,Thailand
1420806,2024-02-15,"Terdthai Cricket Ground, Bangkok",T20,Saudi Arabia,Bhutan
1420807,2024-02-16,"Terdthai Cricket Ground, Bangkok",T20,Thailand,Saudi Arabia
1420808,2024-02-16,"Terdthai Cricket Ground, Bangkok",T20,Maldives,Bhutan
1421078,2024-03-11,Dubai International Cricket Stadium,T20,Scotland,United Arab Emirates
1421079,2024-03-13,Dubai International Cricket Stadium,T20,Scotland,United Arab Emirates
1421080,2024-03-14,Dubai International Cricket Stadium,T20,Scotland,United Arab Emirates
1422037,2024-02-27,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Namibia,Nepal
1422038,2024-02-28,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Netherlands,Nepal
1422039,2024-02-29,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Netherlands,Namibia
1422040,2024-03-01,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Namibia
1422041,2024-03-02,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Netherlands,Nepal
1422042,2024-03-03,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Namibia,Netherlands
1422043,2024-03-05,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Netherlands
1422802,2024-02-27,University of Doha for Science and Technology,T20,Hong Kong,Qatar
1422803,2024-02-29,University of Doha for Science and Technology,T20,Hong Kong,Qatar
1422804,2024-03-01,"West End Park International Cricket Stadium, Doha",T20,Qatar,Hong Kong
1422807,2024-03-05,"Bayuemas Oval, Kuala Lumpur",T20,Vanuatu,Tanzania
1422808,2024-03-05,"Bayuemas Oval, Kuala Lumpur",T20,Kuwait,Bahrain
1422809,2024-03-06,"Bayuemas Oval, Kuala Lumpur",T20,Tanzania,Kuwait
1422810,2024-03-06,"Bayuemas Oval, Kuala Lumpur",T20,Malaysia,Vanuatu
1422811,2024-03-07,"Bayuemas Oval, Kuala Lumpur",T20,Malaysia,Bahrain
1422812,2024-03-07,"Bayuemas Oval, Kuala Lumpur",T20,Vanuatu,Kuwait
1422813,2024-03-09,"Bayuemas Oval, Kuala Lumpur",T20,Kuwait,Malaysia
1422814,2024-03-09,"Bayuemas Oval, Kuala Lumpur",T20,Bahrain,Tanzania
1422815,2024-03-10,"Bayuemas Oval, Kuala Lumpur",T20,Bahrain,Vanuatu
1422816,2024-03-10,"Bayuemas Oval, Kuala Lumpur",T20,Tanzania,Malaysia
1422817,2024-03-11,"Bayuemas Oval, Kuala Lumpur",T20,Vanuatu,Kuwait
1422818,2024-03-11,"Bayuemas Oval, Kuala Lumpur",T20,Malaysia,Bahrain
1423372,2024-03-06,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Papua New Guinea,Oman
1423373,2024-03-07,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Papua New Guinea
1423374,2024-03-08,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Papua New Guinea,Oman
1423439,2024-03-09,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,Nepal
1423440,2024-03-10,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,Nepal
1423441,2024-03-12,"Mission Road Ground, Mong Kok, Hong Kong",T20,Nepal,Papua New Guinea
1423442,2024-03-12,"Mission Road Ground, Mong Kok, Hong Kong",T20,Hong Kong,Papua New Guinea
1423444,2024-03-13,"Mission Road Ground, Mong Kok, Hong Kong",T20,Papua New Guinea,Nepal
1424752,2024-03-17,"Achimota Senior Secondary School A Field, Accra",T20,Zimbabwe,Namibia
1424753,2024-03-17,"Achimota Senior Secondary School B Field, Accra",T20,Tanzania,Nigeria
1424754,2024-03-17,"Achimota Senior Secondary School A Field, Accra",T20,South Africa,Ghana
1424755,2024-03-17,"Achimota Senior Secondary School B Field, Accra",T20,Uganda,Kenya
1424756,2024-03-18,"Achimota Senior Secondary School A Field, Accra",T20,Tanzania,Zimbabwe
1424757,2024-03-18,"Achimota Senior Secondary School B Field, Accra",T20,Namibia,Nigeria
1424759,2024-03-18,"Achimota Senior Secondary School B Field, Accra",T20,Uganda,Ghana
1424761,2024-03-20,"Achimota Senior Secondary School B Field, Accra",T20,Ghana,Kenya
1424762,2024-03-20,"Achimota Senior Secondary School A Field, Accra",T20,Nigeria,Zimbabwe
1424763,2024-03-20,"Achimota Senior Secondary School B Field, Accra",T20,Tanzania,Namibia
1424764,2024-03-21,"Achimota Senior Secondary School A Field, Accra",T20,Namibia,Uganda
1424765,2024-03-21,"Achimota Senior Secondary School A Field, Accra",T20,Zimbabwe,Kenya
1424766,2024-03-23,"Achimota Senior Secondary School A Field, Accra",T20,Uganda,Kenya
1424767,2024-03-23,"Achimota Senior Secondary School A Field, Accra",T20,Namibia,Zimbabwe
1424829,2024-04-18,Rawalpindi Cricket Stadium,T20,New Zealand,Pakistan
1424830,2024-04-20,Rawalpindi Cricket Stadium,T20,New Zealand,Pakistan
1424831,2024-04-21,Rawalpindi Cricket Stadium,T20,Pakistan,New Zealand
1424832,2024-04-25,"Gaddafi Stadium, Lahore",T20,New Zealand,Pakistan
1424833,2024-04-27,"Gaddafi Stadium, Lahore",T20,Pakistan,New Zealand
1425110,2024-03-16,"Bayuemas Oval, Kuala Lumpur",T20,Papua New Guinea,Malaysia
1425111,2024-03-17,"Bayuemas Oval, Kuala Lumpur",T20,Malaysia,Papua New Guinea
1425121,2024-04-07,Prairie View Cricket Complex,T20,Canada,United States of America
1425122,2024-04-09,Prairie View Cricket Complex,T20,United States of America,Canada
1425124,2024-04-12,Prairie View Cricket Complex,T20,United States of America,Canada
1425125,2024-04-13,Prairie View Cricket Complex,T20,Canada,United States of America
1425126,2024-05-03,"Zahur Ahmed Chowdhury Stadium, Chattogram",T20,Zimbabwe,Bangladesh
1425127,2024-05-05,"Zahur Ahmed Chowdhury Stadium, Chattogram",T20,Zimbabwe,Bangladesh
1425128,2024-05-07,"Zahur Ahmed Chowdhury Stadium, Chattogram",T20,Bangladesh,Zimbabwe
1425129,2024-05-10,"Shere Bangla National Stadium, Mirpur",T20,Bangladesh,Zimbabwe
1425130,2024-05-12,"Shere Bangla National Stadium, Mirpur",T20,Bangladesh,Zimbabwe
1425131,2024-05-21,Prairie View Cricket Complex,T20,Bangladesh,United States of America
1425132,2024-05-23,Prairie View Cricket Complex,T20,United States of America,Bangladesh
1425133,2024-05-25,Prairie View Cricket Complex,T20,United States of America,Bangladesh
1426450,2024-04-01,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Namibia
1426451,2024-04-02,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Namibia
1426452,2024-04-04,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Namibia,Oman
1426453,2024-04-05,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Namibia,Oman
1426454,2024-04-07,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Namibia,Oman
1426455,2024-04-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Bahrain
1426456,2024-04-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Kuwait,United Arab Emirates
1426457,2024-04-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Malaysia,Nepal
1426458,2024-04-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Hong Kong,Qatar
1426459,2024-04-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Cambodia,Kuwait
1426460,2024-04-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,United Arab Emirates,Bahrain
1426461,2024-04-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Nepal,Qatar
1426462,2024-04-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Malaysia,Saudi Arabia
1426463,2024-04-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Oman,Cambodia
1426464,2024-04-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Saudi Arabia,Hong Kong
1426465,2024-04-15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Hong Kong,Nepal
1426466,2024-04-15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Malaysia,Qatar
1426467,2024-04-15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Oman
1426468,2024-04-15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Kuwait,Bahrain
1426469,2024-04-16,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Qatar,Saudi Arabia
1426470,2024-04-16,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Cambodia,Bahrain
1426471,2024-04-17,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Malaysia,Hong Kong
1426472,2024-04-17,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Saudi Arabia,Nepal
1426473,2024-04-17,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Cambodia,United Arab Emirates
1426474,2024-04-17,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Oman,Kuwait
1426475,2024-04-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Nepal,United Arab Emirates
1426476,2024-04-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Hong Kong,Oman
1426477,2024-04-20,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Nepal,Hong Kong
1426478,2024-04-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Oman
1426479,2024-04-14,La Manga Club Top Ground,T20,Jersey,Spain
1426480,2024-04-14,La Manga Club Top Ground,T20,Jersey,Spain
1426552,2024-11-14,"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20,Australia,Pakistan
1426553,2024-11-16,Sydney Cricket Ground,T20,Australia,Pakistan
1426554,2024-11-18,"Bellerive Oval, Hobart",T20,Pakistan,Australia
1426830,2024-05-10,"Castle Avenue, Dublin",T20,Pakistan,Ireland
1426831,2024-05-12,"Castle Avenue, Dublin",T20,Ireland,Pakistan
1426832,2024-05-14,"Castle Avenue, Dublin",T20,Ireland,Pakistan
1428151,2024-05-18,"Sportpark Westvliet, The Hague",T20,Netherlands,Scotland
1428152,2024-05-19,"Sportpark Westvliet, The Hague",T20,Ireland,Netherlands
1428154,2024-05-22,"Sportpark Westvliet, The Hague",T20,Scotland,Netherlands
1428155,2024-05-23,"Sportpark Westvliet, The Hague",T20,Scotland,Ireland
1428156,2024-05-24,"Sportpark Westvliet, The Hague",T20,Ireland,Netherlands
1428743,2024-04-12,Los Reyes Polo Club,T20,Mexico,Costa Rica
1428744,2024-04-12,Los Reyes Polo Club,T20,Mexico,Costa Rica
1428745,2024-04-13,Los Reyes Polo Club,T20,Costa Rica,Mexico
1428746,2024-04-14,Los Reyes Polo Club,T20,Mexico,Costa Rica
1431086,2024-09-27,"Zayed Cricket Stadium, Abu Dhabi",T20,Ireland,South Africa
1431087,2024-09-29,"Zayed Cricket Stadium, Abu Dhabi",T20,Ireland,South Africa
1431120,2024-05-07,Sano International Cricket Ground,T20,Japan,Mongolia
1431121,2024-05-08,Sano International Cricket Ground,T20,Japan,Mongolia
1431122,2024-05-08,Sano International Cricket Ground,T20,Japan,Mongolia
1431123,2024-05-09,Sano International Cricket Ground,T20,Mongolia,Japan
1431124,2024-05-11,Sano International Cricket Ground,T20,Japan,Mongolia
1431125,2024-05-11,Sano International Cricket Ground,T20,Japan,Mongolia
1431126,2024-05-12,Sano International Cricket Ground,T20,Japan,Mongolia
1431607,2024-05-01,Udayana Cricket Ground,T20,Thailand,Indonesia
1431608,2024-05-02,Udayana Cricket Ground,T20,Thailand,Indonesia
1431609,2024-05-04,Udayana Cricket Ground,T20,Indonesia,Thailand
1431610,2024-05-05,Udayana Cricket Ground,T20,Thailand,Indonesia
1431611,2024-05-06,Udayana Cricket Ground,T20,Indonesia,Thailand
1432194,2024-05-09,Dreux Sport Cricket Club,T20,France,Malta
1432195,2024-05-09,Dreux Sport Cricket Club,T20,France,Malta
1432196,2024-05-10,Dreux Sport Cricket Club,T20,Belgium,France
1432197,2024-05-10,Dreux Sport Cricket Club,T20,Belgium,Malta
1432198,2024-05-11,Dreux Sport Cricket Club,T20,Malta,Belgium
1432199,2024-05-11,Dreux Sport Cricket Club,T20,Belgium,France
1432200,2024-05-12,Dreux Sport Cricket Club,T20,France,Belgium
1432211,2024-12-10,"Kingsmead, Durban",T20,South Africa,Pakistan
1432212,2024-12-13,"SuperSport Park, Centurion",T20,Pakistan,South Africa
1433362,2024-05-23,"Sabina Park, Kingston, Jamaica",T20,West Indies,South Africa
1433363,2024-05-25,"Sabina Park, Kingston, Jamaica",T20,West Indies,South Africa
1433364,2024-05-26,"Sabina Park, Kingston, Jamaica",T20,South Africa,West Indies
1433367,2024-08-23,"Brian Lara Stadium, Tarouba, Trinidad",T20,South Africa,West Indies
1433368,2024-08-25,"Brian Lara Stadium, Tarouba, Trinidad",T20,West Indies,South Africa
1433369,2024-08-27,"Brian Lara Stadium, Tarouba, Trinidad",T20,South Africa,West Indies
1433373,2024-11-09,"Kensington Oval, Bridgetown, Barbados",T20,West Indies,England
1433374,2024-11-10,"Kensington Oval, Bridgetown, Barbados",T20,West Indies,England
1433375,2024-11-14,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,West Indies,England
1433376,2024-11-16,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,England,West Indies
1433377,2024-11-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20,West Indies,England
1433383,2024-12-15,"Arnos Vale Ground, Kingstown, St Vincent",T20,Bangladesh,West Indies
1433384,2024-12-17,"Arnos Vale Ground, Kingstown, St Vincent",T20,Bangladesh,West Indies
1433385,2024-12-19,"Arnos Vale Ground, Kingstown, St Vincent",T20,Bangladesh,West Indies
1434155,2024-05-24,"Moara Vlasiei Cricket Ground, Ilfov County",T20,Bulgaria,Gibraltar
1434157,2024-05-24,"Moara Vlasiei Cricket Ground, Ilfov County",T20,Bulgaria,Romania
1434160,2024-05-25,"Moara Vlasiei Cricket Ground, Ilfov County",T20,Romania,Gibraltar
1434161,2024-05-26,"Moara Vlasiei Cricket Ground, Ilfov County",T20,Romania,Bulgaria
1436471,2024-06-09,Roma Cricket Ground,T20,Italy,Luxembourg
1436472,2024-06-09,"Simar Cricket Ground, Rome",T20,Portugal,Hungary
1436473,2024-06-09,Roma Cricket Ground,T20,France,Isle of Man
1436474,2024-06-09,"Simar Cricket Ground, Rome",T20,Austria,Romania
1436475,2024-06-10,Roma Cricket Ground,T20,Israel,Austria
1436476,2024-06-10,"Simar Cricket Ground, Rome",T20,Isle of Man,Turkey
1436477,2024-06-10,Roma Cricket Ground,T20,Portugal,Romania
1436478,2024-06-10,"Simar Cricket Ground, Rome",T20,France,Italy
1436479,2024-06-12,Roma Cricket Ground,T20,Isle of Man,Italy
1436480,2024-06-12,"Simar Cricket Ground, Rome",T20,Portugal,Austria
1436481,2024-06-12,Roma Cricket Ground,T20,Luxembourg,Turkey
1436482,2024-06-12,"Simar Cricket Ground, Rome",T20,Israel,Hungary
1436483,2024-06-13,Roma Cricket Ground,T20,Hungary,Romania
1436484,2024-06-13,"Simar Cricket Ground, Rome",T20,France,Luxembourg
1436485,2024-06-13,Roma Cricket Ground,T20,Portugal,Israel
1436486,2024-06-13,"Simar Cricket Ground, Rome",T20,Turkey,Italy
1436487,2024-06-15,Roma Cricket Ground,T20,Isle of Man,Luxembourg
1436488,2024-06-15,"Simar Cricket Ground, Rome",T20,Austria,Hungary
1436489,2024-06-15,Roma Cricket Ground,T20,France,Turkey
1436490,2024-06-15,"Simar Cricket Ground, Rome",T20,Romania,Israel
1436491,2024-06-16,Roma Cricket Ground,T20,Luxembourg,Israel
1436492,2024-06-16,"Simar Cricket Ground, Rome",T20,France,Austria
1436493,2024-06-16,Roma Cricket Ground,T20,Portugal,Isle of Man
1436494,2024-06-16,"Simar Cricket Ground, Rome",T20,Italy,Romania
1438073,2024-06-16,"Svanholm Park, Brondby",T20,Denmark,Jersey
1438074,2024-06-16,"Svanholm Park, Brondby",T20,Jersey,Denmark
1438075,2024-06-17,Happy Valley Ground,T20,Cyprus,Estonia
1438076,2024-06-17,Happy Valley Ground,T20,Cyprus,Estonia
1438077,2024-06-18,Happy Valley Ground,T20,Cyprus,Estonia
1438078,2024-06-18,Happy Valley Ground,T20,Estonia,Cyprus
1438079,2024-06-19,Happy Valley Ground,T20,Estonia,Cyprus
1438080,2024-06-19,Happy Valley Ground,T20,Estonia,Cyprus
1438257,2024-06-14,Kerava National Cricket Ground,T20,Norway,Finland
1438259,2024-06-15,Kerava National Cricket Ground,T20,Finland,Norway
1438262,2024-06-16,Kerava National Cricket Ground,T20,Finland,Norway
1439813,2024-07-07,Bayer Uerdingen Cricket Ground,T20,Jersey,Serbia
1439814,2024-07-08,Bayer Uerdingen Cricket Ground,T20,Germany,Gibraltar
1439815,2024-07-07,Bayer Uerdingen Cricket Ground,T20,Switzerland,Belgium
1439816,2024-07-08,Bayer Uerdingen Cricket Ground,T20,Norway,Sweden
1439817,2024-07-09,Bayer Uerdingen Cricket Ground,T20,Slovenia,Norway
1439818,2024-07-08,Bayer Uerdingen Cricket Ground,T20,Croatia,Belgium
1439819,2024-07-09,Bayer Uerdingen Cricket Ground,T20,Germany,Sweden
1439820,2024-07-09,Bayer Uerdingen Cricket Ground,T20,Jersey,Switzerland
1439821,2024-07-10,Bayer Uerdingen Cricket Ground,T20,Jersey,Belgium
1439822,2024-07-11,Bayer Uerdingen Cricket Ground,T20,Norway,Germany
1439823,2024-07-10,Bayer Uerdingen Cricket Ground,T20,Croatia,Serbia
1439824,2024-07-10,Bayer Uerdingen Cricket Ground,T20,Gibraltar,Slovenia
1439825,2024-07-11,Bayer Uerdingen Cricket Ground,T20,Gibraltar,Sweden
1439826,2024-07-11,Bayer Uerdingen Cricket Ground,T20,Switzerland,Serbia
1439829,2024-07-12,Bayer Uerdingen Cricket Ground,T20,Belgium,Serbia
1439830,2024-07-13,Bayer Uerdingen Cricket Ground,T20,Norway,Gibraltar
1439831,2024-07-13,Bayer Uerdingen Cricket Ground,T20,Croatia,Switzerland
1439832,2024-07-13,Bayer Uerdingen Cricket Ground,T20,Slovenia,Sweden
1439833,2024-07-14,Bayer Uerdingen Cricket Ground,T20,Croatia,Germany
1439836,2024-07-14,Bayer Uerdingen Cricket Ground,T20,Norway,Jersey
1439893,2024-10-06,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",T20,Bangladesh,India
1439894,2024-10-09,"Arun Jaitley Stadium, Delhi",T20,India,Bangladesh
1439895,2024-10-12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",T20,India,Bangladesh
1439899,2025-01-22,"Eden Gardens, Kolkata",T20,England,India
1439900,2025-01-25,"MA Chidambaram Stadium, Chepauk, Chennai",T20,England,India
1439901,2025-01-28,"Saurashtra Cricket Association Stadium, Rajkot",T20,England,India
1439902,2025-01-31,"Maharashtra Cricket Association Stadium, Pune",T20,India,England
1439903,2025-02-02,"Wankhede Stadium, Mumbai",T20,India,England
1440129,2024-06-22,"King George V Sports Ground, Castel",T20,Guernsey,Jersey
1440130,2024-06-22,"King George V Sports Ground, Castel",T20,Guernsey,Jersey
1440131,2024-06-23,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Jersey,Guernsey
1440463,2024-09-04,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20,Scotland,Australia
1440464,2024-09-06,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20,Australia,Scotland
1440465,2024-09-07,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20,Scotland,Australia
1441133,2024-06-28,"Sikh Union Club Ground, Nairobi",T20,Malawi,Rwanda
1441135,2024-06-29,"Sikh Union Club Ground, Nairobi",T20,Rwanda,Kenya
1441136,2024-07-01,"Sikh Union Club Ground, Nairobi",T20,Malawi,Kenya
1441140,2024-07-03,"Sikh Union Club Ground, Nairobi",T20,Rwanda,Kenya
1441145,2024-07-05,"Sikh Union Club Ground, Nairobi",T20,Kenya,Rwanda
1442735,2024-07-12,"Sikh Union Club Ground, Nairobi",T20,Kenya,Nigeria
1442736,2024-07-13,"Sikh Union Club Ground, Nairobi",T20,Nigeria,Kenya
1442737,2024-07-15,"Sikh Union Club Ground, Nairobi",T20,Kenya,Nigeria
1442738,2024-07-16,"Sikh Union Club Ground, Nairobi",T20,Nigeria,Kenya
1442739,2024-07-17,"Sikh Union Club Ground, Nairobi",T20,Nigeria,Kenya
1442987,2024-07-27,Pallekele International Cricket Stadium,T20,India,Sri Lanka
1442988,2024-07-28,Pallekele International Cricket Stadium,T20,Sri Lanka,India
1442989,2024-07-30,Pallekele International Cricket Stadium,T20,India,Sri Lanka
1443543,2024-12-28,"Bay Oval, Mount Maunganui",T20,New Zealand,Sri Lanka
1443544,2024-12-30,"Bay Oval, Mount Maunganui",T20,New Zealand,Sri Lanka
1443545,2025-01-02,"Saxton Oval, Nelson",T20,Sri Lanka,New Zealand
1443549,2025-03-16,"Hagley Oval, Christchurch",T20,Pakistan,New Zealand
1443550,2025-03-18,"University Oval, Dunedin",T20,Pakistan,New Zealand
1443551,2025-03-21,"Eden Park, Auckland",T20,New Zealand,Pakistan
1443552,2025-03-23,"Bay Oval, Mount Maunganui",T20,New Zealand,Pakistan
1443553,2025-03-26,"Sky Stadium, Wellington",T20,Pakistan,New Zealand
1443766,2024-08-21,"King George V Sports Ground, Castel",T20,Spain,Cyprus
1443767,2024-08-21,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Bulgaria,Guernsey
1443768,2024-08-21,"King George V Sports Ground, Castel",T20,Denmark,Czech Republic
1443769,2024-08-21,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Malta,Finland
1443770,2024-08-22,"King George V Sports Ground, Castel",T20,Finland,Estonia
1443771,2024-08-22,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Denmark,Greece
1443772,2024-08-22,"King George V Sports Ground, Castel",T20,Malta,Guernsey
1443773,2024-08-22,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Spain,Czech Republic
1443775,2024-08-24,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Finland,Guernsey
1443776,2024-08-24,"King George V Sports Ground, Castel",T20,Greece,Cyprus
1443777,2024-08-24,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Bulgaria,Estonia
1443778,2024-08-25,"King George V Sports Ground, Castel",T20,Malta,Bulgaria
1443779,2024-08-25,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Cyprus,Czech Republic
1443780,2024-08-25,"King George V Sports Ground, Castel",T20,Estonia,Guernsey
1443781,2024-08-25,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Greece,Spain
1443782,2024-08-27,"King George V Sports Ground, Castel",T20,Denmark,Cyprus
1443783,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Finland,Bulgaria
1443784,2024-08-27,"King George V Sports Ground, Castel",T20,Czech Republic,Greece
1443785,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",T20,Malta,Estonia
1443786,2024-08-28,"King George V Sports Ground, Castel",T20,Spain,Finland
